Rep,Group Size,Random Group Score,Random Group Overlap,Super Group Score,Super Group Overlap
9,10.0,1.0,18.0,0.8606276769562732,25.0
9,11.0,1.0,21.0,0.8207891352175666,28.0
9,12.0,1.0,24.0,0.9004312048737267,30.0
9,13.0,1.0,27.0,0.9004512402563546,32.0
9,14.0,1.0,30.0,0.9601672926829269,34.0
9,15.0,1.0,33.0,0.8606529820252617,37.0
10,1.0,0.005953966985997234,0.0,0.8604844130634821,0.0
10,2.0,0.012120342842209758,0.0,0.8804102641079163,3.0
10,3.0,0.012477953222143557,2.0,0.8405373799999362,6.0
10,4.0,0.011408005429236132,4.0,0.7807698150229367,9.0
10,5.0,0.012352240089582802,6.0,0.8205913376785162,12.0
10,6.0,0.01926884712816487,8.0,0.6612035982147322,15.0
10,7.0,0.01997267206631264,10.0,0.7010572534075363,17.0
10,8.0,0.017626811243914752,13.0,0.9003708304265305,19.0
10,9.0,0.01895829390669328,16.0,0.8007239391407753,22.0
10,10.0,0.01845300803132667,19.0,0.9402201496354796,24.0
10,11.0,0.018968121204723305,22.0,0.9003732937863379,26.0
10,12.0,0.018547633651667776,25.0,0.9003644335936921,29.0
10,13.0,0.01771087380024581,28.0,0.880446386726865,32.0
10,14.0,1.0,30.0,0.9202993844880096,35.0
10,15.0,1.0,33.0,0.8206821295046748,38.0
11,1.0,0.007243686611489911,0.0,0.8805331973519607,0.0
11,2.0,0.00784387742244696,1.0,0.8606201538736998,3.0
11,3.0,0.010669513421055082,2.0,0.8008814872398221,6.0
11,4.0,0.018895949818466214,3.0,0.9004478291947727,9.0
11,5.0,0.02057836767114724,4.0,0.8207014257642268,12.0
11,6.0,0.020340828082382908,7.0,0.7609885358565377,15.0
11,7.0,0.02012525809996608,10.0,0.9203417921250683,17.0
11,8.0,0.021475898193718406,13.0,0.9402289999159492,20.0
11,9.0,0.019437776517252713,16.0,0.8804826773071004,22.0
11,10.0,0.02037900078594177,19.0,0.8207614666182047,25.0
11,11.0,0.02047752295342945,22.0,0.8606030730658829,28.0
11,12.0,0.020114811209408577,25.0,0.9402501156190876,30.0
11,13.0,0.020549767496750537,28.0,0.9601827461858531,32.0
11,14.0,1.0,30.0,0.960172643656803,35.0
11,15.0,1.0,33.0,0.9601721090295819,38.0
12,1.0,0.0074967632495982536,0.0,0.8405946950632058,0.0
12,2.0,0.011198648019062783,1.0,0.8405946950632058,3.0
12,3.0,0.01229418131873925,2.0,0.8006906669034773,6.0
12,4.0,0.01286642385257508,5.0,0.8406492880820147,9.0
12,5.0,0.017591021454436896,7.0,0.8007750342219091,12.0
12,6.0,0.020956735906324023,9.0,0.8206435816791309,15.0
12,7.0,0.021788662896707982,11.0,0.8406402418304161,17.0
12,8.0,0.02148612980033913,13.0,0.8606077320034669,19.0
12,9.0,0.020558160955204387,16.0,0.9203423182559441,21.0
12,10.0,0.021212836391264103,19.0,0.9601675170519975,24.0
12,11.0,0.020848293364070628,22.0,0.8804805973696928,26.0
12,12.0,1.0,24.0,0.9601671310174572,29.0
12,13.0,1.0,27.0,0.8804921214465077,32.0
12,14.0,1.0,30.0,0.9402505062861026,35.0
12,15.0,1.0,33.0,0.880505902113877,38.0
13,1.0,0.008158643283101799,0.0,0.8803065715461821,0.0
13,2.0,0.013429742392458241,0.0,0.8803149533730681,3.0
13,3.0,0.015957646894838574,1.0,0.9002884553271211,6.0
13,4.0,1.0,2.0,0.7806060553396105,9.0
13,5.0,1.0,4.0,0.8404533617307579,12.0
13,6.0,1.0,6.0,0.8604194972049567,15.0
13,7.0,1.0,9.0,0.9003027394577132,17.0
13,8.0,1.0,12.0,0.880372693909422,20.0
13,9.0,1.0,15.0,0.8803613475957325,23.0
13,10.0,1.0,18.0,0.800618855759767,26.0
13,11.0,1.0,21.0,0.8205458698924915,29.0
13,12.0,1.0,24.0,0.8005897712677627,32.0
13,13.0,1.0,27.0,0.9401785268719126,34.0
13,14.0,1.0,30.0,0.9800661971830986,37.0
13,15.0,1.0,33.0,0.9601048951048952,39.0
14,1.0,0.8208274268133005,0.0,0.8605524040841288,0.0
14,2.0,0.8009762884440407,1.0,0.8207430776592584,3.0
14,3.0,0.8208800093626348,3.0,0.8207482750585865,6.0
14,4.0,0.920396896642876,4.0,0.8008929466258325,9.0
14,5.0,0.940287618210182,6.0,0.781032470708507,12.0
14,6.0,0.9601891674080275,9.0,0.8008178815362282,15.0
14,7.0,0.9601943219666932,12.0,0.8407222202176102,17.0
14,8.0,0.9801005076142133,14.0,0.9004440510767766,19.0
14,9.0,1.0,15.0,0.9402778377223439,21.0
14,10.0,1.0,18.0,0.9203571764328828,23.0
14,11.0,1.0,21.0,0.9402922174596029,26.0
14,12.0,1.0,24.0,0.9402664922019561,29.0
14,13.0,1.0,27.0,0.9601969595210204,31.0
14,14.0,1.0,30.0,0.9601942951765398,34.0
14,15.0,1.0,33.0,0.9801010309278351,36.0
15,1.0,0.007038785512440668,0.0,0.9003838652382733,0.0
15,2.0,0.014823455801394457,0.0,0.9004023292601004,3.0
15,3.0,0.9601579425837321,0.0,0.820739522378317,6.0
15,4.0,0.9203256201858089,2.0,0.7808621425546497,9.0
15,5.0,0.9203274493101894,4.0,0.8406414937322175,12.0
15,6.0,0.9004136715324117,7.0,0.8605655024293961,15.0
15,7.0,0.920332788188708,10.0,0.8406079372430084,17.0
15,8.0,0.9203323208769308,13.0,0.8206931417982102,19.0
15,9.0,0.9800815789473684,16.0,0.9402469984592717,21.0
15,10.0,0.9004112092413394,19.0,0.9402487981254798,24.0
15,11.0,0.9402560744630635,22.0,0.9203029583937546,27.0
15,12.0,0.9203385856738258,25.0,0.9402481847913196,30.0
15,13.0,0.9203373078960481,28.0,0.920313454890263,33.0
15,14.0,1.0,30.0,0.9601644872485094,35.0
15,15.0,1.0,33.0,1.0,37.0
16,1.0,0.005637249626942219,0.0,0.880472139208345,0.0
16,2.0,0.008209192357659096,1.0,0.8804855836527895,3.0
16,3.0,0.010297430660238954,2.0,0.8406329904634073,6.0
16,4.0,0.010343399267904022,4.0,0.8206451331647467,9.0
16,5.0,0.01479741032466222,6.0,0.8206164078273788,12.0
16,6.0,0.012613455210093716,9.0,0.7608754362531346,15.0
16,7.0,0.0216974065762956,11.0,0.8605753632503351,17.0
16,8.0,0.02243142784121907,14.0,0.8405819068652073,20.0
16,9.0,0.021782876066116424,17.0,0.8007795940555015,23.0
16,10.0,0.022075851437966795,19.0,0.8207091025741267,26.0
16,11.0,0.022715520489397036,22.0,0.9003414122165302,29.0
16,12.0,0.022272824688066434,25.0,0.8605588247708537,32.0
16,13.0,0.021004314147251416,28.0,0.8206788541098762,35.0
16,14.0,1.0,30.0,0.8605292809531316,38.0
16,15.0,1.0,33.0,0.9004095806774961,40.0
17,1.0,0.007937823782957616,0.0,0.9003459886643526,0.0
17,2.0,0.00854286141349651,2.0,0.900364352115348,3.0
17,3.0,0.011487600798422641,3.0,0.9202662978276992,6.0
17,4.0,0.017887960637756512,4.0,0.920294161079454,9.0
17,5.0,0.9800792,5.0,0.9202790921399885,12.0
17,6.0,0.9402300010128977,8.0,0.8007041076201655,15.0
17,7.0,0.96015128615346,11.0,0.9202936594921525,17.0
17,8.0,1.0,13.0,0.9202895609573993,19.0
17,9.0,1.0,16.0,0.9203006234935919,22.0
17,10.0,1.0,19.0,0.9202938352492975,25.0
17,11.0,1.0,22.0,0.8804357612324469,28.0
17,12.0,1.0,25.0,0.9202912821055768,30.0
17,13.0,1.0,27.0,0.8804223847381902,33.0
17,14.0,1.0,30.0,0.9402007745266782,36.0
17,15.0,1.0,33.0,0.9601436890418819,39.0
18,1.0,0.008058023671942954,0.0,0.8207728990965047,0.0
18,2.0,0.013158545609796972,1.0,0.8605768094987698,3.0
18,3.0,0.018877819679921908,2.0,0.7410927108470337,6.0
18,4.0,0.022350496010575684,4.0,0.7809077849680683,9.0
18,5.0,0.02203758577473326,7.0,0.6812856878167233,12.0
18,6.0,0.022836576952119426,9.0,0.860590442324323,15.0
18,7.0,1.0,10.0,0.8008394355006413,17.0
18,8.0,1.0,13.0,0.8207610208690115,19.0
18,9.0,1.0,16.0,0.8805201739452562,22.0
18,10.0,1.0,19.0,0.8606104343483426,25.0
18,11.0,1.0,22.0,0.9402647715036396,27.0
18,12.0,1.0,24.0,0.9800824074074075,30.0
18,13.0,1.0,27.0,0.9203501221021217,32.0
18,14.0,1.0,30.0,0.9800824074074075,35.0
18,15.0,1.0,33.0,0.9601717183462531,38.0
19,1.0,0.007692994569644939,0.0,0.9003281915382673,0.0
19,2.0,0.011669466725075605,1.0,0.9003284354350715,3.0
19,3.0,0.01672250563067188,2.0,0.8604909260150367,6.0
19,4.0,0.017801616323124533,3.0,0.8605248193020888,9.0
19,5.0,0.9800785123966942,5.0,0.8605121747772598,12.0
19,6.0,1.0,7.0,0.8405891410571595,15.0
19,7.0,1.0,10.0,0.8406225338870926,17.0
19,8.0,1.0,13.0,0.8605464893279121,20.0
19,9.0,1.0,16.0,0.920327378083322,22.0
19,10.0,1.0,19.0,0.9202785741887347,25.0
19,11.0,0.9800752066115703,22.0,0.9601423400129282,28.0
19,12.0,1.0,24.0,0.9601488539245486,30.0
19,13.0,1.0,27.0,0.9402359451027921,32.0
19,14.0,1.0,30.0,0.9601475641025641,35.0
19,15.0,1.0,33.0,0.9601621576763485,38.0
